[2013-11-09 02:48:01,234 UTC] [tuf.signerlib] [INFO][generate_and_save_rsa_key:783@signerlib.py] Generated a new key: 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 02:48:02,417 UTC] [tuf.keystore] [INFO][save_keystore_to_keyfiles:339@keystore.py] Saving private key(s) to '/home/laiwang/Documents/quickstart/keystore'
[2013-11-09 02:48:02,417 UTC] [tuf.keystore] [INFO][save_keystore_to_keyfiles:364@keystore.py] '/home/laiwang/Documents/quickstart/keystore/652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42.key' saved.
[2013-11-09 02:48:02,417 UTC] [tuf.keystore] [INFO][save_keystore_to_keyfiles:366@keystore.py] Done.
[2013-11-09 02:48:02,417 UTC] [tuf.signercli] [INFO][generate_rsa_key:586@signercli.py] Generated a new key: 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 03:27:00,387 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:242@keystore.py] Loading private key(s) from '/home/laiwang/Documents/quickstart/keystore'
[2013-11-09 03:27:02,796 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:288@keystore.py] Loaded key: 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 03:27:02,796 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:300@keystore.py] Done.
[2013-11-09 03:27:06,955 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:242@keystore.py] Loading private key(s) from '/home/laiwang/Documents/quickstart/keystore'
[2013-11-09 03:27:08,149 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:290@keystore.py] Key already loaded: 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 03:27:08,149 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:300@keystore.py] Done.
[2013-11-09 03:27:11,578 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:242@keystore.py] Loading private key(s) from '/home/laiwang/Documents/quickstart/keystore'
[2013-11-09 03:27:12,787 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:290@keystore.py] Key already loaded: 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 03:27:12,789 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:300@keystore.py] Done.
[2013-11-09 03:27:16,491 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:242@keystore.py] Loading private key(s) from '/home/laiwang/Documents/quickstart/keystore'
[2013-11-09 03:27:17,695 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:290@keystore.py] Key already loaded: 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 03:27:17,695 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:300@keystore.py] Done.
[2013-11-09 03:27:17,695 UTC] [tuf.signerlib] [INFO][sign_metadata:705@signerlib.py] Signing '/home/laiwang/Documents/quickstart/repository/metadata/root.txt' with 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 03:27:17,709 UTC] [tuf.signerlib] [INFO][write_metadata_file:597@signerlib.py] No compression for /home/laiwang/Documents/quickstart/repository/metadata/root.txt
[2013-11-09 03:27:17,710 UTC] [tuf.signerlib] [INFO][write_metadata_file:608@signerlib.py] Writing to /home/laiwang/Documents/quickstart/repository/metadata/root.txt
[2013-11-09 03:35:36,409 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:242@keystore.py] Loading private key(s) from '/home/laiwang/Documents/quickstart/keystore'
[2013-11-09 03:35:38,878 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:288@keystore.py] Loaded key: 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 03:35:38,878 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:300@keystore.py] Done.
[2013-11-09 03:35:38,878 UTC] [tuf.signerlib] [INFO][sign_metadata:705@signerlib.py] Signing '/home/laiwang/Documents/quickstart/repository/metadata/targets.txt' with 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 03:35:38,887 UTC] [tuf.signerlib] [INFO][write_metadata_file:597@signerlib.py] No compression for /home/laiwang/Documents/quickstart/repository/metadata/targets.txt
[2013-11-09 03:35:38,887 UTC] [tuf.signerlib] [INFO][write_metadata_file:608@signerlib.py] Writing to /home/laiwang/Documents/quickstart/repository/metadata/targets.txt
[2013-11-09 03:40:22,950 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:242@keystore.py] Loading private key(s) from '/home/laiwang/Documents/quickstart/keystore'
[2013-11-09 03:40:25,435 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:288@keystore.py] Loaded key: 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 03:40:25,435 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:300@keystore.py] Done.
[2013-11-09 03:40:25,436 UTC] [tuf.signerlib] [INFO][sign_metadata:705@signerlib.py] Signing '/home/laiwang/Documents/quickstart/repository/metadata/release.txt' with 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 03:40:25,444 UTC] [tuf.signerlib] [DEBUG][build_release_file:1237@signerlib.py] No compressed version of release metadata will be included.
[2013-11-09 03:40:25,445 UTC] [tuf.signerlib] [INFO][write_metadata_file:597@signerlib.py] No compression for /home/laiwang/Documents/quickstart/repository/metadata/release.txt
[2013-11-09 03:40:25,445 UTC] [tuf.signerlib] [INFO][write_metadata_file:608@signerlib.py] Writing to /home/laiwang/Documents/quickstart/repository/metadata/release.txt
[2013-11-09 03:40:25,445 UTC] [tuf.signerlib] [INFO][build_release_file:1240@signerlib.py] Wrote /home/laiwang/Documents/quickstart/repository/metadata/release.txt
[2013-11-09 03:41:31,505 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:242@keystore.py] Loading private key(s) from '/home/laiwang/Documents/quickstart/keystore'
[2013-11-09 03:41:33,920 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:288@keystore.py] Loaded key: 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 03:41:33,921 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:300@keystore.py] Done.
[2013-11-09 03:41:33,921 UTC] [tuf.signerlib] [INFO][build_timestamp_file:1306@signerlib.py] Including ('gz',) versions of release in timestamp.
[2013-11-09 03:41:33,921 UTC] [tuf.signerlib] [WARNING][generate_timestamp_metadata:533@signerlib.py] Could not get fileinfo about /home/laiwang/Documents/quickstart/repository/metadata/release.txt.gz
[2013-11-09 03:41:33,921 UTC] [tuf.signerlib] [INFO][sign_metadata:705@signerlib.py] Signing '/home/laiwang/Documents/quickstart/repository/metadata/timestamp.txt' with 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-09 03:41:33,934 UTC] [tuf.signerlib] [INFO][write_metadata_file:597@signerlib.py] No compression for /home/laiwang/Documents/quickstart/repository/metadata/timestamp.txt
[2013-11-09 03:41:33,934 UTC] [tuf.signerlib] [INFO][write_metadata_file:608@signerlib.py] Writing to /home/laiwang/Documents/quickstart/repository/metadata/timestamp.txt
[2013-11-12 17:57:51,166 UTC] [tuf.util] [DEBUG][load_json_file:575@util.py] open(/home/laiwang/Documents/quickstart/repository/metadata/targets.txt)
[2013-11-12 17:58:46,399 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:242@keystore.py] Loading private key(s) from '/home/laiwang/Documents/quickstart/keystore'
[2013-11-12 17:58:48,803 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:288@keystore.py] Loaded key: 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-12 17:58:48,803 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:300@keystore.py] Done.
[2013-11-12 17:58:48,985 UTC] [tuf.signerlib] [INFO][sign_metadata:705@signerlib.py] Signing '/home/laiwang/Documents/quickstart/repository/metadata/targets.txt' with 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-12 17:58:48,994 UTC] [tuf.signerlib] [INFO][write_metadata_file:597@signerlib.py] No compression for /home/laiwang/Documents/quickstart/repository/metadata/targets.txt
[2013-11-12 17:58:48,994 UTC] [tuf.signerlib] [INFO][write_metadata_file:608@signerlib.py] Writing to /home/laiwang/Documents/quickstart/repository/metadata/targets.txt
[2013-11-12 17:59:22,009 UTC] [tuf.util] [DEBUG][load_json_file:575@util.py] open(/home/laiwang/Documents/quickstart/repository/metadata/release.txt)
[2013-11-12 17:59:52,014 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:242@keystore.py] Loading private key(s) from '/home/laiwang/Documents/quickstart/keystore'
[2013-11-12 17:59:54,524 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:288@keystore.py] Loaded key: 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-12 17:59:54,524 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:300@keystore.py] Done.
[2013-11-12 17:59:54,525 UTC] [tuf.signerlib] [INFO][sign_metadata:705@signerlib.py] Signing '/home/laiwang/Documents/quickstart/repository/metadata/release.txt' with 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-12 17:59:54,533 UTC] [tuf.signerlib] [DEBUG][build_release_file:1237@signerlib.py] No compressed version of release metadata will be included.
[2013-11-12 17:59:54,533 UTC] [tuf.signerlib] [INFO][write_metadata_file:597@signerlib.py] No compression for /home/laiwang/Documents/quickstart/repository/metadata/release.txt
[2013-11-12 17:59:54,533 UTC] [tuf.signerlib] [INFO][write_metadata_file:608@signerlib.py] Writing to /home/laiwang/Documents/quickstart/repository/metadata/release.txt
[2013-11-12 17:59:54,534 UTC] [tuf.signerlib] [INFO][build_release_file:1240@signerlib.py] Wrote /home/laiwang/Documents/quickstart/repository/metadata/release.txt
[2013-11-12 18:00:30,534 UTC] [tuf.util] [DEBUG][load_json_file:575@util.py] open(/home/laiwang/Documents/quickstart/repository/metadata/timestamp.txt)
[2013-11-12 18:00:50,862 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:242@keystore.py] Loading private key(s) from '/home/laiwang/Documents/quickstart/keystore'
[2013-11-12 18:00:53,232 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:288@keystore.py] Loaded key: 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-12 18:00:53,233 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:300@keystore.py] Done.
[2013-11-12 18:00:53,233 UTC] [tuf.signerlib] [INFO][build_timestamp_file:1306@signerlib.py] Including ('gz',) versions of release in timestamp.
[2013-11-12 18:00:53,233 UTC] [tuf.signerlib] [WARNING][generate_timestamp_metadata:533@signerlib.py] Could not get fileinfo about /home/laiwang/Documents/quickstart/repository/metadata/release.txt.gz
[2013-11-12 18:00:53,233 UTC] [tuf.signerlib] [INFO][sign_metadata:705@signerlib.py] Signing '/home/laiwang/Documents/quickstart/repository/metadata/timestamp.txt' with 652c625e91278f854058255cdc7daa87e8b469d08f01e0f762430cff70307b42
[2013-11-12 18:00:53,242 UTC] [tuf.signerlib] [INFO][write_metadata_file:597@signerlib.py] No compression for /home/laiwang/Documents/quickstart/repository/metadata/timestamp.txt
[2013-11-12 18:00:53,242 UTC] [tuf.signerlib] [INFO][write_metadata_file:608@signerlib.py] Writing to /home/laiwang/Documents/quickstart/repository/metadata/timestamp.txt
